1|1|1|1|0|0|0|0|0|0|0
2|1|2|1|0|0|0|0|0|0|0
3|1|3|1|0|0|0|0|0|0|0
4|1|4|1|0|0|0|0|0|0|0
5|1|1|2|0|0|0|0|0|0|0
6|1|2|2|0|0|0|0|0|0|0
7|1|3|2|0|0|0|0|0|0|0
8|1|4|2|0|0|0|0|0|0|0
9|1|1|3|0|0|0|0|0|0|0
10|1|2|3|0|0|0|0|0|0|0
11|1|3|3|0|0|0|0|0|0|0
12|1|4|3|0|0|0|0|0|0|0
13|1|1|4|0|0|0|0|0|0|0
14|1|2|4|0|0|0|0|0|0|0
15|1|3|4|0|0|0|0|0|0|0
16|1|4|4|0|0|0|0|0|0|0
17|2|1|1|0|0|0|0|0|0|0
18|2|2|1|0|0|0|0|0|0|0
19|2|3|1|0|0|0|0|0|0|0
20|2|4|1|0|0|0|0|0|0|0
21|2|1|2|0|0|0|0|0|0|0
22|2|2|2|0|0|0|0|0|0|0
23|2|3|2|0|0|0|0|0|0|0
24|2|4|2|0|0|0|0|0|0|0
25|2|1|3|0|0|0|0|0|0|0
26|2|2|3|0|0|0|0|0|0|0
27|2|3|3|0|0|0|0|0|0|0
28|2|4|3|0|0|0|0|0|0|0
29|2|1|4|0|0|0|0|0|0|0
30|2|2|4|0|0|0|0|0|0|0
31|2|3|4|0|0|0|0|0|0|0
32|2|4|4|0|0|0|0|0|0|0
33|3|1|1|0|0|0|0|0|0|0
34|3|2|1|0|0|0|0|0|0|0
35|3|3|1|0|0|0|0|0|0|0
36|3|4|1|0|0|0|0|0|0|0
37|3|1|2|0|0|0|0|0|0|0
38|3|2|2|0|0|0|0|0|0|0
39|3|3|2|0|0|0|0|0|0|0
40|3|4|2|0|0|0|0|0|0|0
41|3|1|3|0|0|0|0|0|0|0
42|3|2|3|0|0|0|0|0|0|0
43|3|3|3|0|0|0|0|0|0|0
44|3|4|3|0|0|0|0|0|0|0
45|3|1|4|0|0|0|0|0|0|0
46|3|2|4|0|0|0|0|0|0|0
47|3|3|4|0|0|0|0|0|0|0
48|3|4|4|0|0|0|0|0|0|0
49|4|1|1|0|0|0|0|0|0|0
50|4|2|1|0|0|0|0|0|0|0
51|4|3|1|0|0|0|0|0|0|0
52|4|4|1|0|0|0|0|0|0|0
53|4|1|2|0|0|0|0|0|0|0
54|4|2|2|0|0|0|0|0|0|0
55|4|3|2|0|0|0|0|0|0|0
56|4|4|2|0|0|0|0|0|0|0
57|4|1|3|0|0|0|0|0|0|0
58|4|2|3|0|0|0|0|0|0|0
59|4|3|3|0|0|0|0|0|0|0
60|4|4|3|0|0|0|0|0|0|0
61|4|1|4|0|0|0|0|0|0|0
62|4|2|4|0|0|0|0|0|0|0
63|4|3|4|0|0|0|0|0|0|0
64|4|4|4|0|0|0|0|0|0|0
65|5|1|1|0|0|0|0|0|0|0
66|5|2|1|0|0|0|0|0|0|0
67|5|3|1|0|0|0|0|0|0|0
68|5|4|1|0|0|0|0|0|0|0
69|5|1|2|0|0|0|0|0|0|0
70|5|2|2|0|0|0|0|0|0|0
71|5|3|2|0|0|0|0|0|0|0
72|5|4|2|0|0|0|0|0|0|0
73|5|1|3|0|0|0|0|0|0|0
74|5|2|3|0|0|0|0|0|0|0
75|5|3|3|0|0|0|0|0|0|0
76|5|4|3|0|0|0|0|0|0|0
77|5|1|4|0|0|0|0|0|0|0
78|5|2|4|0|0|0|0|0|0|0
79|5|3|4|0|0|0|0|0|0|0
80|5|4|4|0|0|0|0|0|0|0
